124 372 911
461 843 700
373 230 234
921 55 299
198 380 58
783 383 710
386 523 864
846 769 471
939 38 458
133 923 852
183 197 147
801 162 607
935 182 567
472 183 962
766 306 823
491 2 773
940 27 93
953 437 711
662 724 525
268 249 222
681 787 983
704 109 971
339 636 487
339 347 197
615 916 11
278 755 777
368 285 882
596 654 749
280 223 775
133 82 562
724 842 790
267 612 868
688 250 769
510 429 240
544 427 320
758 781 298
583 482 560
366 25 979
573 249 741
600 530 988
434 407 823
690 94 659
59 45 828
485 71 350
270 902 615
247 525 469
639 948 743
991 3 707
833 235 697
508 857 339
170 653 145
220 578 554
274 425 474
871 320 325
219 58 981
128 519 486
564 644 913
51 974 316
316 184 52
90 184 577
408 793 812
111 57 807
709 803 311
253 339 781
767 503 688
914 305 273
904 170 522
419 840 499
483 126 703
325 793 995
298 45 880
170 865 112
375 128 82
533 674 385
219 549 520
802 244 298
475 88 972
30 544 229
919 12 472
755 644 408
649 760 239
15 517 130
81 745 934
15 945 490
451 559 329
76 741 237
605 768 653
292 563 466
169 706 278
287 546 57
202 524 589
837 784 137
686 263 37
389 295 734
775 606 646
661 145 70
259 907 824
805 345 475
480 681 560
40 186 529
903 490 864
38 23 511
225 577 289
565 175 705
683 567 203
168 779 14
435 666 304
511 521 201
491 424 434
808 419 708
269 567 593
227 572 841
378 303 865
196 686 979
617 106 491
852 890 132
26 156 926
358 396 872
240 937 441
912 361 997
685 411 724
875 628 477
666 759 783
87 637 672
203 571 675
126 925 172
512 279 277
718 737 550
569 264 413
992 611 326
388 924 485
663 216 443
119 261 901
689 94 801
881 282 348
220 87 881
611 556 158
878 541 704
674 393 991
901 235 587
925 823 968
904 357 176
909 763 299
699 735 806
24 766 375
857 162 960
922 858 285
297 573 221
41 83 113
115 420 704
372 595 546
454 269 793
439 470 516
227 383 644
221 488 71
24 624 821
356 377 320
708 296 184
287 751 835
184 393 706
232 919 446
473 651 156
522 555 974
279 714 643
741 243 269
232 128 980
693 110 230
668 715 960
612 890 854
634 540 230
266 58 509
697 833 63
305 76 702
705 591 51
639 693 759
466 635 522
861 918 872
966 487 318
679 801 377
189 974 39
521 671 269
758 465 644
785 180 601
276 792 397
902 491 861
358 547 243
691 591 943
337 287 371
918 139 534
803 376 80
721 75 669
712 558 819
533 95 835
834 936 558
227 303 769
442 931 181
436 662 840
539 971 619
346 511 239
972 319 702
69 147 649
497 624 976
910 578 78
768 656 637
811 408 324
634 763 211
435 883 815
194 886 12
300 254 526
923 391 818
8 524 33
296 896 821
604 201 48
670 3 848
135 578 812
117 387 534
119 446 176
38 579 164
300 972 292
171 203 564
77 213 444
390 786 719
688 399 135
832 764 672
337 253 407
205 710 527
849 68 901
233 379 399
874 839 697
317 773 773
932 79 117
854 424 577
133 299 428
448 370 830
593 541 570
711 42 591
421 844 122
501 876 32
57 234 664
548 269 36
232 580 964
654 567 906
17 949 73
468 169 780
27 257 480
151 857 875
127 119 401
257 165 369
843 64 567
939 734 619
299 63 525
532 219 986
183 501 21
567 829 500
461 800 908
265 717 620
963 310 599
12 381 646
484 946 191
602 449 743
603 563 595
555 760 905
500 914 807
641 491 96
256 532 989
505 121 718
688 614 137
32 414 627
500 332 126
559 84 954
34 94 162
392 382 893
454 62 581
556 118 249
183 413 196
891 511 842
351 474 361
234 570 294
360 473 952
360 817 577
111 114 475
632 713 919
524 118 796
881 239 863
255 140 998
341 349 831
858 690 847
565 61 260
933 579 328
279 688 918
467 870 359
675 821 905
757 93 775
858 940 505
144 282 821
740 343 667
828 569 419
576 865 195
684 989 540
470 235 899
911 513 493
870 152 292
95 856 631
528 349 575
809 867 868
254 845 100
327 541 163
826 856 222
550 342 584
393 31 460
370 607 491
816 52 120
874 946 356
171 826 730
124 121 71
906 307 70
910 771 752
350 418 412
442 530 823
669 307 653
418 984 959
753 953 623
957 77 922
480 781 653
864 861 419
966 727 652
50 425 878
164 55 733
458 39 931
3 259 229
512 492 322
287 484 182
881 703 552
539 577 286
71 247 960
288 933 814
526 626 808
795 193 533
565 385 645
329 635 952
200 653 705
12 851 568
408 963 336
810 931 542
222 560 571
187 226 637
22 134 528
311 758 910
419 738 980
192 214 359
655 74 951
183 671 932
406 610 824
489 165 835
124 412 23
641 21 241
312 444 528
332 818 579
755 360 845
861 917 668
979 401 523
320 557 586
580 414 81
795 981 832
600 655 596
810 78 508
837 449 299
36 371 637
136 44 330
298 218 740
19 645 653
517 793 631
993 414 471
608 245 319
958 149 571
883 571 409
284 439 771
10 645 432
867 864 623
328 616 350
493 28 954
816 745 189
253 443 497
275 22 176
757 322 405
334 289 853
958 278 263
754 792 238
436 460 68
446 497 3
389 916 296
823 564 836
988 594 668
240 874 962
389 919 777
445 626 968
936 601 569
133 277 749
737 268 873
935 963 98
506 155 578
63 242 606
131 394 486
117 888 47
264 797 137
323 574 623
904 128 46
638 31 425
15 27 426
706 349 894
316 295 704
136 902 355
625 494 589
437 569 602
396 66 573
367 215 55
205 112 496
891 961 527
197 219 701
774 418 27
507 379 934
243 770 218
301 428 426
276 292 957
210 242 585
595 77 803
248 244 788
875 786 657
472 35 516
625 231 753
15 934 451
883 566 144
959 270 551
304 245 838
772 104 183
966 321 978
420 86 229
534 128 93
582 194 515
660 539 330
184 560 154
466 428 31
41 359 891
336 762 335
749 679 385
867 97 656
48 836 219
506 344 224
727 828 174
45 778 307
262 439 506
579 955 269
209 992 28
71 23 735
597 988 660
32 101 274
448 10 520
179 140 430
560 258 737
750 513 740
114 829 9
101 218 261
16 460 99
920 112 685
331 512 681
810 857 323
531 100 468
61 488 263
88 463 309
698 998 149
350 577 443
956 210 632
343 200 172
393 885 762
480 11 586
874 627 529
241 651 561
335 472 558
797 63 684
117 737 597
560 316 318
169 282 495
311 967 965
668 601 335
524 970 434
352 998 525
219 877 405
982 832 577
226 233 620
829 982 90
837 248 193
203 96 509
631 749 581
149 345 754
927 210 30
108 291 16
815 338 847
205 495 966
528 15 299
461 800 692
889 959 428
337 612 712
380 530 415
698 34 754
386 114 232
617 993 551
519 703 799
444 801 918
960 541 920
627 268 945
135 25 114
177 314 12
72 541 613
427 249 283
277 68 593
354 400 582
738 866 376
61 904 996
795 505 232
462 865 686
755 378 263
950 252 258
341 599 694
947 298 233
193 830 58
881 145 61
670 579 162
650 613 290
593 200 258
294 450 33
227 223 905
260 418 670
213 273 152
235 518 135
945 883 461
896 8 328
309 610 399
793 781 32
441 766 48
895 774 488
763 70 979
398 591 564
582 638 538
480 798 778
279 791 780
755 741 829
860 765 236
106 837 402
505 37 371
78 525 357
198 434 627
246 602 80
696 671 159
587 591 815
188 793 211
873 595 215
240 794 158
559 429 765
485 799 718
426 678 373
957 567 577
915 189 395
53 561 503
230 791 358
387 80 347
402 977 706
195 488 266
758 352 114
627 481 254
957 966 510
703 191 41
783 144 344
215 863 298
255 725 666
644 687 151
799 920 37
427 605 36
977 848 519
976 674 414
452 390 638
385 695 189
801 734 348
167 934 723
272 85 165
448 114 825
616 627 251
372 549 578
950 557 311
669 135 420
839 373 658
478 61 634
572 167 621
6 254 206
