539 33
61 37
410 28
772 27
790 25
153 35
335 38
996 37
580 31
873 33
566 38
123 28
835 24
167 27
600 22
471 27
860 31
109 32
222 30
783 37
883 34
291 28
360 30
929 35
509 28
256 32
25 31
440 26
423 29
787 41
453 27
977 25
979 29
570 30
701 34
774 32
945 33
121 29
141 25
755 32
267 33
259 32
29 36
406 31
459 30
305 28
961 22
809 30
562 36
526 30
808 29
180 28
477 19
154 32
108 30
618 32
890 40
577 35
17 40
382 23
697 31
494 30
645 30
369 26
518 33
289 31
337 40
85 21
93 37
966 28
177 35
914 31
627 29
243 31
351 26
838 33
953 34
65 24
185 25
951 37
429 37
4 24
769 35
777 28
23 32
237 29
857 28
642 29
521 30
55 35
938 19
968 27
136 31
433 27
220 32
695 30
106 31
893 30
764 24
312 29
464 26
151 34
448 29
306 35
107 21
131 30
430 33
15 38
293 36
190 30
462 32
584 41
320 19
843 22
705 33
400 29
998 45
885 38
262 28
42 24
402 31
700 29
349 31
101 44
461 35
596 39
861 28
455 34
51 27
196 38
623 45
40 32
328 34
587 36
607 38
332 36
178 29
532 19
648 36
294 37
310 22
735 41
869 35
554 23
378 35
757 24
189 35
276 32
317 28
912 24
616 32
157 27
443 34
931 35
357 29
733 28
845 28
855 28
906 23
244 40
851 35
447 32
514 34
706 28
559 32
898 24
130 32
673 24
418 30
684 39
316 32
12 34
598 38
707 40
493 32
152 29
463 32
250 34
527 28
960 30
825 30
589 33
586 19
535 25
272 39
411 36
969 30
702 20
115 30
331 33
287 31
158 25
181 29
522 35
364 29
28 27
26 28
894 28
934 36
266 35
669 29
336 30
18 26
458 43
97 38
483 31
740 29
295 33
240 31
60 28
887 24
723 31
985 27
778 29
679 27
469 43
150 35
348 33
321 30
354 29
549 29
653 32
877 31
928 28
308 36
478 27
78 38
219 33
915 34
365 36
804 26
624 36
191 32
485 28
324 34
552 31
275 21
233 28
35 32
652 41
436 27
995 31
54 32
950 21
704 33
756 30
613 36
519 38
710 27
19 26
614 33
498 31
533 29
366 37
722 34
868 35
46 30
871 35
605 28
957 36
403 35
242 34
208 32
500 23
286 22
302 36
380 29
935 29
169 36
195 27
30 32
274 29
159 28
662 31
247 34
113 35
811 30
340 35
970 26
155 42
560 28
201 24
143 32
209 28
212 28
391 22
603 32
103 28
611 35
889 39
290 24
859 28
781 33
1 33
255 31
538 29
439 23
962 24
621 35
878 27
203 28
84 27
251 32
110 32
156 31
666 41
608 33
278 31
334 24
387 34
665 41
920 26
260 22
674 29
192 32
775 27
724 30
641 36
762 27
467 33
557 37
204 26
993 31
377 32
595 34
323 35
420 43
696 29
218 23
879 34
789 36
16 39
198 23
819 28
628 33
758 34
753 30
610 29
739 32
373 24
630 30
944 29
947 48
170 19
829 26
530 42
383 29
925 26
703 41
441 31
833 36
339 25
449 37
582 32
138 31
671 34
133 37
626 34
797 35
784 30
738 27
128 28
186 36
897 32
846 31
529 30
73 39
495 25
3 29
83 30
543 28
254 28
729 34
58 30
520 23
319 32
416 28
385 37
137 27
496 34
637 40
748 33
280 21
45 38
205 33
57 25
578 23
594 31
639 34
372 36
68 27
277 29
864 30
342 37
853 39
692 24
544 26
202 26
282 43
676 38
763 35
971 27
556 33
900 25
988 29
661 33
711 28
759 29
194 29
474 35
431 33
161 34
686 35
590 26
658 30
118 34
638 33
139 38
172 34
488 26
899 26
238 27
708 31
273 38
71 45
77 26
223 33
958 38
38 44
972 20
120 23
66 28
848 30
47 33
374 26
713 28
513 23
888 23
987 33
199 24
824 40
314 24
932 25
534 21
820 21
882 26
147 37
994 29
982 29
398 41
986 30
818 37
983 31
245 33
761 35
301 28
691 29
694 28
309 20
112 23
358 22
249 34
261 34
37 35
173 27
67 26
341 27
606 35
104 28
904 25
615 31
629 35
164 34
862 21
683 34
490 27
343 35
62 41
69 32
296 28
828 26
840 28
53 39
687 23
129 30
175 29
452 21
850 17
992 38
90 37
949 21
839 28
699 32
542 19
392 27
444 36
285 36
821 44
826 31
815 27
333 34
801 26
22 32
909 33
171 38
927 29
213 33
922 38
96 30
338 29
545 28
916 35
0 31
298 33
561 24
127 34
715 28
111 22
831 27
87 22
540 34
512 34
6 22
730 38
502 37
940 36
31 42
680 26
345 30
844 27
836 35
81 28
908 31
854 25
565 27
499 32
731 26
583 32
21 24
569 31
625 24
313 29
714 20
849 25
200 34
622 24
941 33
795 33
76 35
8 28
528 27
867 30
952 29
736 24
689 39
7 26
766 37
919 33
604 29
229 24
99 32
954 29
591 22
148 30
675 31
771 24
990 28
370 29
134 36
217 28
760 34
224 32
350 36
226 39
283 28
870 30
59 24
896 20
930 34
329 35
847 20
91 33
634 22
597 22
20 22
802 35
737 28
446 35
688 25
568 31
917 35
743 17
144 27
536 26
617 35
726 31
973 29
612 31
792 36
401 34
215 30
796 20
585 32
798 35
263 19
284 29
44 21
2 28
454 27
489 29
230 32
551 21
105 34
379 30
751 27
980 22
770 25
166 26
575 29
468 39
910 29
892 35
967 34
288 20
142 28
619 34
248 33
901 34
734 37
776 27
497 27
876 40
649 30
355 24
132 41
475 29
803 23
27 29
902 36
33 25
668 30
541 35
347 26
484 30
346 36
837 35
933 29
207 23
41 31
179 36
664 22
956 20
281 24
548 32
959 26
732 41
98 29
974 25
315 32
886 28
681 20
265 27
414 31
72 28
492 34
396 35
427 30
325 38
750 28
160 23
663 30
690 36
937 33
999 21
685 34
480 31
752 23
895 28
832 30
754 31
620 33
650 31
437 35
187 27
465 22
806 20
550 28
88 33
841 27
421 24
782 24
56 35
466 28
510 31
94 25
50 22
425 23
456 21
381 42
228 21
481 29
432 24
311 37
126 33
135 22
786 24
693 32
363 21
720 39
546 27
817 35
389 23
327 30
588 31
450 30
747 26
9 29
231 41
632 30
976 22
716 22
408 42
981 30
504 34
49 22
955 34
517 21
794 23
375 31
394 30
162 25
10 23
386 31
206 28
428 21
438 20
39 35
830 30
257 37
210 42
744 27
117 31
946 32
92 25
978 36
227 33
36 32
361 27
785 34
457 32
486 32
670 33
197 28
184 37
80 36
682 30
100 34
292 21
188 32
412 27
678 30
964 26
865 28
558 30
709 37
193 28
656 32
395 26
397 26
814 30
404 22
149 28
145 32
918 19
322 28
479 25
63 33
507 40
344 32
64 35
214 35
991 30
524 28
399 37
86 33
279 29
672 29
745 29
48 23
863 31
555 27
368 26
472 24
741 31
602 30
405 43
390 33
367 27
253 27
102 35
271 31
508 27
805 20
923 35
476 31
765 28
503 42
791 30
116 28
300 28
875 25
874 35
822 32
903 28
942 29
633 36
813 28
712 34
651 35
858 28
442 33
182 23
75 28
721 26
74 27
631 30
236 27
788 31
989 36
677 22
252 29
866 32
473 27
728 18
5 23
407 28
303 26
891 21
609 24
767 29
506 22
426 40
921 25
834 31
384 26
547 26
140 28
13 46
768 23
125 27
451 39
984 47
943 27
511 29
572 21
501 22
643 26
52 31
525 32
816 25
445 36
434 32
563 36
318 28
599 25
470 35
571 29
70 28
14 29
856 29
827 24
773 29
376 29
176 39
907 29
422 24
417 25
165 42
593 30
124 29
487 22
146 29
79 36
163 28
359 36
749 27
270 31
352 32
460 33
659 30
82 33
