964 99 445
644 232 41
894 640 224
501 898 781
861 329 986
79 808 418
257 792 765
945 548 846
950 598 551
738 344 971
38 18 933
20 220 648
831 823 590
466 689 96
195 11 255
618 111 458
256 973 815
363 903 722
930 723 698
850 520 617
178 926 664
202 685 137
466 287 943
392 266 155
569 476 997
289 10 117
196 120 437
3 908 508
236 29 665
272 456 322
769 581 781
432 240 291
422 631 891
2 584 245
68 550 420
243 64 727
590 827 384
30 627 710
762 330 467
771 558 440
62 997 274
169 810 321
799 961 687
536 985 23
845 67 853
955 90 135
219 3 601
780 6 100
603 403 660
100 868 617
604 807 122
398 992 447
61 899 814
894 637 454
946 210 413
304 481 546
489 884 70
250 836 535
159 124 849
632 926 267
204 676 511
168 31 365
283 769 986
589 467 805
376 802 898
681 220 527
644 871 311
714 619 746
115 647 130
22 118 340
658 378 973
209 983 808
676 556 92
88 247 551
975 150 281
178 552 949
526 147 696
335 903 734
307 504 192
280 71 235
610 448 223
669 693 563
713 431 541
279 296 995
705 537 511
375 709 427
237 86 231
570 923 606
639 899 604
447 184 739
681 949 117
245 699 840
348 637 336
821 556 130
457 988 127
27 451 805
783 340 606
172 366 848
988 838 197
636 710 992
49 821 785
47 963 4
829 346 653
256 512 117
735 132 156
591 550 156
195 980 860
700 386 515
317 13 721
181 968 602
810 432 345
408 960 410
214 844 614
957 132 250
97 133 428
407 508 111
442 316 783
74 155 715
279 798 168
43 670 97
357 821 689
900 298 597
284 700 299
300 467 913
324 372 978
762 404 218
960 676 708
694 469 7
562 184 213
11 236 488
527 427 946
322 626 142
410 328 804
335 7 292
582 442 91
788 323 538
440 211 251
142 261 840
734 680 610
577 139 264
299 815 124
212 874 984
158 489 299
61 286 244
952 144 381
385 147 524
525 958 317
285 639 655
58 336 11
479 366 771
100 991 517
652 401 807
68 125 922
223 687 471
81 799 308
930 181 719
352 312 316
347 556 912
578 524 577
317 686 967
937 315 751
383 733 842
207 518 997
31 119 59
270 921 147
144 375 147
528 172 299
998 593 993
589 957 869
314 388 769
444 374 985
915 404 498
312 864 454
351 298 647
916 743 658
803 861 462
955 388 26
896 711 502
574 147 168
909 417 793
266 474 650
359 44 268
965 533 596
635 250 622
291 245 136
728 584 759
556 89 974
300 932 482
689 306 474
835 67 112
362 407 15
519 54 651
894 328 771
345 91 288
876 904 126
181 705 516
66 836 651
614 716 966
640 829 350
842 562 597
642 289 217
378 164 345
891 890 145
981 172 959
198 986 832
568 826 457
500 328 129
78 387 864
186 858 640
623 925 702
873 356 549
222 46 212
16 423 621
899 934 653
367 216 444
979 64 211
887 582 802
122 470 24
542 770 704
954 761 980
830 828 640
951 74 556
269 925 82
83 478 553
626 123 161
354 544 133
475 297 779
772 908 982
48 442 854
406 637 602
847 700 60
42 490 921
131 529 824
747 58 757
2 565 337
905 742 962
131 500 562
842 359 779
911 902 100
694 554 749
671 56 9
480 956 767
793 184 367
300 546 311
940 724 975
600 991 741
438 436 736
627 273 721
538 753 611
627 195 53
666 779 53
106 879 570
2 537 712
157 816 364
292 764 596
174 638 263
270 266 143
786 58 973
301 483 888
972 671 922
448 354 777
742 225 973
105 440 138
119 32 22
843 456 574
524 106 748
481 14 701
878 769 664
249 232 953
333 426 507
902 333 921
396 177 854
357 139 330
470 929 157
728 496 354
423 846 418
362 562 154
872 231 957
145 159 943
37 715 748
1 766 52
847 4 12
952 388 973
677 600 49
979 11 328
754 668 911
444 811 533
727 517 253
952 174 220
418 928 747
884 653 964
737 450 96
474 273 620
361 874 961
316 231 357
983 11 738
688 879 895
843 26 197
945 95 269
233 421 702
939 8 452
32 126 174
840 333 570
853 169 681
414 834 242
190 989 53
53 455 428
375 230 705
556 451 564
980 813 191
908 118 154
643 970 564
468 592 770
230 618 984
126 960 481
839 392 318
527 824 656
995 416 801
299 772 804
526 662 796
35 385 488
13 946 298
779 231 826
133 676 960
816 76 713
615 435 54
758 483 913
575 213 865
99 298 278
921 998 27
677 742 898
959 365 146
986 418 729
212 194 760
717 295 312
316 82 692
483 973 209
999 144 9
254 125 663
357 295 723
432 451 25
829 533 654
13 88 519
267 57 258
248 311 201
915 802 448
7 352 877
15 370 607
884 950 175
454 430 998
594 442 505
248 40 69
983 534 617
353 819 489
809 130 695
124 769 89
548 984 716
526 508 188
973 236 400
246 194 95
969 539 828
185 616 595
277 796 955
968 997 701
101 533 690
998 550 974
553 327 81
81 51 557
161 972 600
420 207 161
82 482 885
6 515 56
274 704 161
290 955 265
563 304 269
707 766 258
966 208 920
56 470 474
927 271 780
157 76 718
416 112 365
306 180 166
628 886 112
652 492 818
135 716 897
448 888 646
205 495 114
168 294 350
47 404 466
430 503 178
444 903 195
806 632 806
221 845 4
385 44 307
26 643 315
237 198 298
903 881 618
286 323 416
71 546 279
554 124 248
707 77 621
345 422 880
82 261 42
390 721 818
100 12 564
283 499 267
619 872 301
86 246 287
150 74 141
937 652 796
427 783 422
113 484 381
76 890 656
704 47 800
105 877 159
970 925 321
342 784 165
521 501 629
632 842 970
748 617 424
709 758 528
600 458 985
501 48 591
848 614 943
877 111 19
662 498 563
426 613 662
987 826 991
280 947 710
196 326 439
378 218 56
761 656 391
530 38 120
983 979 718
73 34 150
667 405 112
976 790 522
89 558 51
597 709 27
605 48 995
931 417 245
551 773 468
905 779 885
249 233 603
59 860 899
630 208 890
525 229 812
915 670 293
836 464 951
852 594 129
593 398 442
0 96 448
215 199 36
951 719 644
286 705 950
92 107 696
841 90 404
833 573 690
776 203 816
501 614 61
485 79 403
116 366 352
246 254 971
935 910 195
103 759 947
565 833 677
261 283 369
776 663 375
860 123 301
563 438 73
298 191 554
108 224 585
890 256 785
871 175 115
16 206 642
719 72 125
424 573 591
333 705 56
948 618 156
773 590 878
692 426 867
851 782 746
214 150 56
350 758 366
333 633 697
718 926 696
179 93 923
233 35 625
297 631 581
737 488 478
853 236 450
186 273 28
415 36 870
963 335 98
192 406 599
945 663 420
476 164 201
6 96 458
665 613 514
903 662 950
117 539 145
199 273 366
65 703 954
555 386 386
888 566 490
990 733 518
298 29 174
569 205 479
594 16 849
353 877 506
710 939 136
150 921 26
480 17 988
866 852 416
492 741 400
50 458 879
282 327 912
963 381 334
492 682 642
27 864 600
205 530 393
247 64 636
820 657 862
169 306 625
696 830 553
770 876 842
880 652 389
288 703 905
782 648 453
400 109 7
809 835 116
15 148 592
279 670 255
912 10 931
721 582 952
711 838 820
802 497 467
0 982 493
363 112 510
928 610 435
832 291 104
322 883 243
767 125 349
433 297 184
234 210 357
574 722 25
121 930 668
293 22 887
246 939 752
114 931 312
78 279 216
288 13 892
573 689 894
445 697 218
352 541 419
183 760 383
681 697 625
661 411 850
682 653 641
467 185 247
364 48 385
376 583 323
888 902 882
488 263 737
838 738 163
510 531 85
696 208 263
606 130 376
225 260 858
53 421 851
370 824 617
282 322 434
965 800 223
982 183 488
834 352 233
929 682 98
850 793 863
160 244 44
331 984 664
849 817 362
820 245 240
827 318 703
493 640 569
8 437 152
422 514 701
635 740 521
773 436 856
318 138 520
731 455 740
644 871 279
371 417 808
371 321 450
336 776 806
20 139 477
315 252 616
940 939 32
474 436 483
261 15 173
153 683 860
293 507 248
700 571 640
509 740 86
276 187 770
434 493 719
77 966 685
209 450 875
526 364 257
151 594 223
630 178 749
121 879 327
392 516 682
921 979 254
771 41 715
466 841 507
275 820 381
611 884 555
31 101 525
219 506 356
549 136 8
251 611 973
138 439 887
602 922 943
734 982 756
84 829 503
823 245 366
589 380 171
942 927 294
879 670 697
343 972 983
74 595 166
423 285 390
972 821 956
417 411 13
775 944 300
320 210 187
482 446 656
685 590 312
900 375 714
486 625 605
433 929 413
610 648 316
785 948 138
286 573 250
338 300 612
790 867 64
44 661 784
1 380 840
694 929 722
355 738 251
191 158 615
173 442 548
557 309 375
78 175 196
630 494 562
416 337 431
719 99 585
592 66 784
808 481 941
144 878 323
446 853 292
900 940 774
745 493 587
307 137 750
407 278 642
964 71 368
936 651 694
399 892 322
410 846 128
232 377 585
140 833 192
20 742 612
55 116 402
225 534 67
224 902 338
710 857 781
65 663 643
795 993 117
772 746 841
647 419 217
180 527 232
515 412 396
765 961 491
782 507 34
364 962 836
298 483 807
686 611 635
580 209 470
990 903 348
563 27 94
678 127 626
672 139 111
903 691 706
654 424 891
271 615 709
471 136 933
27 123 873
767 495 325
349 747 337
764 852 684
866 943 548
260 747 961
792 316 278
796 395 313
103 891 298
24 324 508
205 194 719
889 97 699
421 414 618
763 3 937
569 96 573
150 476 752
584 405 225
853 827 387
171 589 762
104 13 348
50 332 128
812 539 218
573 348 5
189 549 179
62 626 935
657 16 495
536 180 644
809 496 826
896 506 296
965 791 828
239 431 877
950 399 821
264 354 622
420 411 149
128 738 528
944 728 107
508 816 612
217 188 688
664 238 294
931 498 469
364 847 577
539 983 201
443 421 225
293 69 89
687 922 902
35 626 928
558 708 711
183 651 91
599 604 540
926 174 474
876 208 832
404 885 557
316 173 77
643 423 739
928 914 826
559 429 191
567 319 349
100 136 504
645 807 422
353 267 692
20 599 740
919 197 363
53 826 461
389 8 633
92 125 205
578 774 694
874 852 726
109 902 433
408 142 6
201 525 974
776 190 489
301 694 300
769 675 121
436 504 81
24 721 790
162 63 565
851 519 204
613 694 429
872 359 809
155 389 728
1 798 259
255 256 467
863 850 423
360 640 624
176 521 856
178 512 362
324 602 684
140 17 964
324 351 162
833 673 374
86 978 13
38 721 89
957 592 943
477 248 541
52 307 813
567 861 397
499 261 542
644 360 766
182 173 178
248 955 598
600 45 917
268 967 617
679 549 210
521 578 625
311 951 501
469 515 322
346 743 752
376 61 808
964 663 657
430 515 229
610 606 696
292 294 249
184 856 742
406 242 431
368 25 605
700 132 114
41 246 124
624 522 597
826 165 218
706 579 186
283 595 440
306 467 294
758 580 278
685 602 536
878 531 438
41 609 471
692 932 807
759 886 258
973 185 591
74 283 157
380 768 47
277 29 652
351 915 858
696 193 14
796 718 73
284 405 143
946 838 150
972 637 634
22 554 613
718 401 977
818 717 914
664 434 15
689 96 454
34 781 116
577 503 919
866 770 112
248 784 736
178 596 265
838 859 431
434 930 747
259 360 509
40 762 510
309 287 581
603 56 354
710 517 423
810 27 854
66 666 414
313 507 31
25 585 310
953 537 495
753 693 816
855 1 262
656 591 14
564 539 542
9 416 480
433 627 273
597 408 146
655 319 863
615 637 92
565 282 875
762 364 772
445 189 330
38 509 576
662 482 494
757 78 835
394 634 966
381 495 924
552 575 8
817 889 722
181 157 531
38 986 44
203 812 713
626 79 755
92 73 634
414 677 865
351 882 219
985 149 318
908 461 869
279 772 500
261 614 753
227 91 336
508 739 626
912 995 719
679 977 234
702 19 295
55 489 178
79 700 354
222 324 105
59 654 826
228 345 134
20 337 560
516 661 129
804 775 160
507 482 256
711 138 710
302 849 997
608 765 596
487 331 347
253 807 59
583 872 338
415 130 102
211 67 223
500 801 238
943 782 192
655 674 737
681 735 812
890 775 150
302 39 155
71 984 304
274 538 292
697 825 97
770 844 611
705 173 229
194 921 907
400 523 302
7 555 589
256 489 802
277 526 792
380 483 277
747 179 512
43 884 986
658 505 212
442 480 889
878 855 948
212 508 901
101 837 521
986 608 484
233 230 340
367 610 629
153 124 880
446 700 448
856 113 177
989 786 392
572 917 873
20 1 938
201 350 223
129 761 125
631 534 501
927 916 943
247 36 182
851 944 811
753 579 661
214 354 845
669 657 455
463 103 176
233 38 698
405 402 567
854 255 588
823 580 805
974 939 450
592 853 699
434 887 438
939 272 966
788 198 521
233 209 978
176 56 839
250 151 296
638 294 37
493 340 513
60 707 326
256 22 206
126 334 641
80 894 188
11 638 17
117 765 450
383 177 394
28 284 41
543 527 958
925 302 329
186 846 894
