491 163 414
775 276 287
577 909 262
659 874 388
58 379 901
85 208 732
92 653 410
884 679 849
721 802 98
486 298 492
961 623 176
242 150 831
865 533 836
422 829 442
559 468 214
371 73 354
269 657 312
340 766 379
584 385 253
282 887 777
23 648 299
459 102 770
116 93 265
162 877 969
670 707 481
974 268 279
670 711 795
60 101 477
828 846 862
951 682 827
742 370 465
583 279 628
672 649 740
371 900 141
524 234 408
783 252 844
580 539 191
128 579 145
429 297 193
213 953 384
541 393 402
577 833 128
522 51 677
279 200 488
507 732 276
5 90 354
762 670 678
500 650 909
174 517 844
931 97 882
556 786 581
560 964 509
367 307 633
405 327 854
413 182 228
617 913 718
402 775 533
803 17 238
991 927 120
17 605 769
992 756 267
637 876 799
378 834 496
934 130 3
478 3 505
460 221 496
358 184 954
994 766 786
672 492 830
779 741 514
593 841 946
437 593 932
536 191 721
483 535 157
446 152 790
942 304 722
594 69 692
555 154 452
20 685 542
425 294 190
386 561 130
335 128 426
938 389 646
131 579 27
215 302 592
877 318 987
959 935 89
813 647 20
905 390 241
976 983 152
876 992 388
322 163 165
702 106 951
576 284 121
328 252 645
301 505 621
236 487 148
428 775 474
88 513 271
963 543 418
396 909 507
849 734 244
898 593 185
741 637 29
326 948 748
256 661 513
846 328 743
332 864 679
330 426 345
4 589 541
282 411 50
179 488 762
233 819 919
894 167 504
598 719 599
348 210 63
720 628 225
764 836 632
536 102 11
370 242 824
497 402 757
937 875 727
228 561 217
866 731 311
30 477 766
565 204 403
955 209 880
227 536 729
798 224 244
101 509 533
794 653 903
22 114 167
754 676 830
294 481 903
928 753 876
649 583 640
586 958 657
181 71 350
99 126 174
185 978 718
437 701 160
613 123 28
678 894 633
177 377 353
855 894 838
478 877 920
884 706 727
218 385 499
798 594 93
88 871 478
852 169 596
129 37 532
389 616 641
355 153 808
328 821 707
983 795 293
410 707 420
185 432 758
837 894 444
188 762 417
797 13 291
758 910 653
731 634 874
257 376 369
672 204 837
122 782 506
531 724 87
441 714 196
391 887 901
139 510 756
612 511 512
67 876 469
841 807 488
755 227 274
105 779 709
256 927 739
77 52 928
559 732 566
257 371 639
720 625 480
316 929 147
558 773 571
174 437 894
909 415 757
154 80 739
864 128 149
273 598 455
528 674 769
733 730 891
151 544 706
459 502 383
312 242 98
631 86 855
152 582 376
784 711 384
824 68 611
